name,address,city,state,zip_code,latitude,longitude,Discription,Accessible,Smooth,Elivators,Ramps,Sound,Brail,SightImpared,Bathrooms,single-entrance
Shorefront Park,1 Smith St,Patchogue,NY,11772,40.7500082,-73.01006280000001,,True,True,True,False,True,False,False,True,True
New Woodstock Library,761 E 160th St,Woodstock,NY,10456,40.820709,-73.90459349999998,,True,False,True,False,True,False,False,True,False
Yonkers School #5,118 Lockwood Ave,Yonkers,NY,10701,40.947541,-73.86962199999999,,True,False,True,False,True,False,False,True,True
Brookside Elementary,2285 Broad St,Yorktown,NY,10598,41.287258,-73.78189099999997,,True,False,True,False,True,False,False,True,False
Mohansic Elementary,704 Locksley Rd,Yorktown,NY,10598,41.297427,-73.80384400000003,,True,False,True,False,True,False,False,True,False
Aberdeen Elementary School,503 N Sandhills Blvd,Aberdeen,NC,28315,35.139826,-79.42607799999996,,True,False,True,False,True,False,False,True,False
Buncombe Soccer Complex,59 Woodfin PL,Asheville,NC,28801,35.5994205,-82.54625970000001,,True,False,True,False,True,False,False,True,False
Department of Social Services Carthage,1036 Carriage Oaks Dr,Carthage,NC,28327,35.339608,-79.402287,,True,False,True,False,True,False,False,True,True
Cary Park Housing Authority,5353 Cary Glen Blvd,Cary,NC,27519,35.811861,-78.913521,,True,False,True,False,True,False,False,True,False
Colonial Baptist Church,6051 Tryon Rd,Cary,NC,27518,35.7454326,-78.74415999999997,,True,True,True,False,True,False,False,True,True
Woodbridge Apartments,100 Appledown Dr,Cary,NC,27513,35.8018799,-78.77107490000003,,True,False,True,False,True,False,False,True,False
Oaks at Meadow Ridge,7017 Ashley Rose Dr,Cary,NC,27519,35.789917,-78.90313800000001,,True,False,True,False,True,False,False,True,False
Old Stone Crossing Development Housing Authority,16516 Silversword Dr,Charlotte,NC,28213,35.290795,-80.68969299999998,,True,False,True,False,True,False,False,True,False
Chesterbrook Academy,11922 Providence Rd W,Charlotte,NC,28277,35.040925,-80.860972,,True,True,True,False,True,False,False,True,False
Highland Creek Housing Authority,Highland Creek Pkwy and Ridge Rd,Charlotte,NC,28269,35.3744947,-80.7740508,,True,False,True,False,True,False,False,True,False
New Life Christian Fellowship,1337 Samuel St,Charlotte,NC,28206,35.258275,-80.83981,,True,False,True,False,True,False,False,True,True
Hunters Point South Playground,4-09 Center Boulevard,,NY,11101,40.74400563300867,-73.95923137664795,,True,True,True,True,True,False,False,True,True
Prosperity Park,5710 Fairvista Dr,Charlotte,NC,28269,35.381032,-80.772761,,True,False,True,False,True,False,False,True,False
Red Caboose Park in Bellevue,656 Colice Jeanne Rd,Nashville,TN,37221,36.0720524,-86.93454709999997,,True,False,True,True,True,True,False,True,True
Coventry Development Housing Authority,Caldwell Rd and Robindale Dr,Harrisburg,NC,28213,35.3063203,-80.67323820000001,,True,False,True,False,True,False,False,True,False
Laurel Springs Apartments,1281 Old Plank Rd,High Point,NC,27265,35.998139,-80.057524,,True,False,True,False,True,False,False,True,False
Cameron Park Elementary,240 St. Mary's Rd,Hillsborough,NC,27278,36.076622,-79.09393399999999,,True,False,True,False,True,False,False,True,False
Twelve Oaks Housing Authority,Green Oaks Pkwy,Holly Springs,NC,27540,35.6582573,-78.86652090000001,,True,False,True,False,True,False,False,True,True
MacAuley Subdivision,Hallaton Dr,Huntersville,NC,28078,35.4289052,-80.87876799999998,,True,False,True,False,True,False,False,True,False
Carolina Plantation,Dynasty Dr,Jacksonville,NC,28546,34.82885,-77.41179820000002,,True,False,True,False,True,False,False,True,False
New River Air Station Marina Playground,U.S. 17 Business,Jacksonville,NC,28546,34.7717973,-77.40024360000001,,True,True,True,False,True,True,False,True,True
Mt. Zion Freewill Baptist ,9539 Hawley Rd,Kenly,NC,27542,35.684705,-78.15177299999999,,True,False,True,False,True,False,False,True,True
Midway Elementary School,318 Midway School Rd,Lexington,NC,27295,35.951784,-80.21425699999998,,True,False,True,False,True,False,False,True,False
Lillington Baptist Church,210 W Lofton St,Lillington,NC,27546,35.3953416,-78.82053329999997,,True,False,True,False,True,False,True,True,False
Barbecue Creek Park,10891 N Carolina 27,Lillington,NC,27546,35.3379273,-78.9839,,True,False,True,False,True,False,False,True,False
Ebenezer Pentecostal Holiness Church,1452 1st St Ext,Nashville,NC,27856,35.985722,-77.94537689999999,,True,False,True,False,True,False,False,True,True
Brinson Memorial Elementary School,319 Neuse Forrest Ave,New Bern,NC,28560,35.068523,-77.01636300000001,,True,False,True,False,True,True,False,True,True
Casa del Sol Apartments,4009 Deep Hollow Dr,Raleigh,NC,27612,35.853224,-78.7062032,,True,False,True,False,True,False,False,True,False
Forest Hills Baptist Church,201 Dixie Trl,Raleigh,NC,27607,35.7929573,-78.67614709999998,,True,True,True,False,True,True,False,True,False
North Raleigh United Methodist Church,8501 Honeycutt Rd,Raleigh,NC,27615,35.896814,-78.62412499999999,,True,False,True,False,True,False,False,True,False
Springdale Swim Club,9001 Leesville Rd,Raleigh,NC,27613,35.896051,-78.7233,,True,False,True,False,True,False,False,True,True
Huntington Ridge Apartments,1019 Fox Hunt Ln,Raleigh,NC,27615,35.8773754,-78.6239837,,True,False,True,False,True,False,False,True,False
LJ Bell Elementary School,442 Hawthorne Ave,Rockingham,NC,28379,34.94677,-79.76618300000001,,True,False,True,False,True,False,False,True,False
Rocky Point Elementary School,255 Rocky Point Elementary School Rd,Rocky Point,NC,28457,34.428693,-77.87725799999998,,True,False,True,False,True,False,False,True,False
Roseboro Elementary School,180 Butler Island Rd,Roseboro,NC,28382,34.9429196,-78.5206976,,True,False,True,False,True,False,False,True,False
Camp Carlson,US Route 60,Muldraugh,KY,40155,37.9412013,-85.9965471,,True,False,True,False,True,False,False,True,False
Mary Queen of Mercy,S 78th St and Brunswick Rd,Lincoln,NE,68516,40.7516597,-96.6152314,,True,True,True,False,True,True,False,True,False
Onslow Beach,Onslow Beach Rd,Camp Lejeune,NC,28460,34.5799175,-77.27701239999999,,True,True,True,False,True,False,False,True,False
Stallings Town Park,340 Stallings Rd,Stallings,NC,28104,35.0875924,-80.6928361,,True,False,True,False,True,False,False,True,False
Diamond Hills Baptist Church,2320 E Broad St,Statesville,NC,28625,35.792687,-80.84226899999999,,True,False,True,False,True,False,False,True,False
St. Catherine of Siena Catholic School,520 W Holding Ave,Wake Forest ,NC,27587,35.9733524,-78.52447990000002,,True,False,True,False,True,False,False,True,False
Quellin Subdivision,Taviston Dr,Waxhaw,NC,28173,34.9529212,-80.7706928,,True,False,True,False,True,False,False,True,False
 Penderlea Elementary School,82 Penderlea School Rd,Willard,NC,28478,34.655713,-78.047146,,True,False,True,False,True,False,False,True,False
Wingate Elementary School,301 Bivens St,Wingate,NC,28174,34.984552,-80.45543900000001,,True,False,True,False,True,False,False,True,False
Fairview Park,2480 Reynolds Park Rd,Winston Salem,NC,27107,36.0875044,-80.20397630000002,,True,False,True,False,True,False,False,True,False
Piney Grove Park,4725 Indiana Ave,Winston Salem,NC,27106,36.157485,-80.26973499999997,,True,False,True,False,True,False,False,True,False
Easton Park,3599 Tyler Dr,Winston Salem,NC,27107,36.0488789,-80.21343760000002,,True,False,True,False,True,False,False,True,False
Faith Baptist Church,249 Holden Rd,Youngsville,NC,27596,36.022863,-78.48770100000002,,True,False,True,False,True,False,False,True,True
Leighton Elementary School,121 Aurora Hudson Rd,Aurora,OH,44202,41.30157699999999,-81.34857299999999,,True,False,True,False,True,False,False,True,False
Portage Elementary School,800 Wooster Rd N,Barberton,OH,44203,41.02834,-81.59053289999997,,True,False,True,False,True,False,False,True,False
Gardiner Elementary School,9421 Bainbridge Rd,Chagrin Falls,OH,44023,41.387129,-81.306782,,True,False,True,False,True,False,False,True,False
Fairfax Elementary School,6750 Wooster Pike,Cincinnati,OH,45227,39.14631,-84.37748399999998,,True,False,True,False,True,False,False,True,False
Montessori School,4430 State Rd,Cleveland ,OH,44109,41.43396,-81.70792699999998,,True,True,True,False,True,False,False,True,True
Deer Meadow Park,4321 Pinnacle Rd,Moraine,OH,45439,39.696884,-84.260086,,True,False,True,False,True,False,False,True,False
North Royalton YMCA,11409 State Rd,North Royalton,OH,44133,41.329474,-81.72195899999997,,True,False,True,False,True,False,False,True,True
St. Francis de Sales School,3421 Snow Rd,Parma,OH,44134,41.404715,-81.70856600000002,,True,False,True,False,True,False,False,True,False
Bataan Memorial Elementary School,525 W 6th St,Port Clinton,OH,43452,41.5062766,-82.94955720000002,,True,True,True,False,True,False,False,True,True
Youth Sports Park,21255 Lunn Rd,Strongsville,OH,44149,41.298663,-81.86085100000003,,True,False,True,False,True,False,False,True,False
Edgewood City School District,3440 Busenbark Rd,Trenton,OH,45067,39.4754989,-84.48796700000003,,True,False,True,False,True,False,False,True,False
AMBUCS Park,905 W Hartford Ave,Ponca City,OK,74601,36.7242687,-97.09370910000001,,True,True,True,True,True,True,False,True,False
Northwood Fine Arts Academy,Old North Rd and N Sand Springs Rd,Sand Springs,OK,74063,36.1575473,-96.08418970000002,,True,False,True,False,True,False,False,True,False
Garfield Elementary School,701 N Roosevelt Ave,Sand Springs,OK,74063,36.1454,-96.11244099999999,,True,False,True,False,True,False,False,True,False
Skelly Elementary School,2940 S 90th E Ave,Tulsa,OK,74129,36.1208513,-95.87495480000001,,True,True,True,False,True,False,False,True,False
Zarrow International Elementary School,3613 S Hudson Ave,Tulsa,OK,74135,36.1108755,-95.91164229999998,,True,True,True,False,True,False,False,True,False
John Marty Park,16476 NW Charlais St,Beaverton,OR,97006,45.5482897,-122.84603700000002,,True,False,True,False,True,False,False,True,False
Kids Kastle Learning Center,14678 SW Allen Blvd,Beaverton,OR,97007,45.4764461,-122.82535210000003,,True,False,True,False,True,True,False,True,False
Nazarene Church,12555 SW 22nd St,Beaverton,OR,97008,45.472897,-122.80678,,True,False,True,False,True,False,False,True,False
Willamete Valley Christian School,9075 Pueblo Ave NE,Brooks,OR,97305,45.04916,-122.95781310000001,,True,False,True,False,True,False,False,True,False
Pioneer Park,Park Ave,Brownsville,OR,97327,44.3934035,-122.98578170000002,,True,False,True,False,True,False,False,True,False
Zion Lutheran School,2800 NW Tyler Ave,Corvallis,OR,97330,44.5727248,-123.28237260000003,,True,False,True,False,True,False,False,True,False
Coburg Apartments,1121 Coburg Rd,Eugene,OR,97401,44.0750032,-123.06885999999997,,True,False,True,False,True,False,False,True,False
Willamete Christian School,2500 W 18th Ave,Eugene,OR,97402,44.0395511,-123.1314724,,True,False,True,False,True,False,False,True,False
Acorn Park,Buck St and W 15th Ave,Eugene,OR,97402,44.0436252,-123.13981560000002,,True,False,True,False,True,False,False,True,False
Pacific Crossing Housing Authority,Goff Rd,Forest Grove,OR,97116,45.5252643,-123.12718569999998,,True,False,True,False,True,False,False,True,False
The Parks at Forest Glen,1143 36th Ave,Forest Grove,OR,97116,45.539952,-123.12762299999997,,True,False,True,False,True,False,False,True,False
Glencoe High School,2700 NW Glencoe Rd,Hillsboro,OR,97124,45.5424247,-122.99383920000002,,True,False,True,False,True,False,False,True,True
Oakhurst Housing Authority,SE Oakhurst St,Hillsboro,OR,97123,45.4913283,-122.93753909999998,,True,True,True,False,True,False,False,True,False
Hamby Park,1035 NE Jackson School Rd,Hillsboro,OR,97124,45.532575,-122.98032999999998,,True,False,True,False,True,False,False,True,True
Agen Casino SBOBET Terbaik,415 Toliver Rd,Montreuil,GA,93100,45.154468,-122.580704,,True,True,True,False,True,False,True,True,False
Eastham Community Center,1404 7th St,Oregon City,OR,97045,45.3522725,-122.59844399999997,,True,False,True,False,True,False,False,True,False
Mount Pleasant Elementary School,1232 Linn Ave,Oregon City,OR,97045,45.337917,-122.60625800000003,,True,False,True,False,True,False,False,True,False
St. Clare School,1807 SW Freeman St,Portland,OR,97219,45.46297920000001,-122.6961627,,True,False,True,False,True,False,False,True,False
St. Thomas More School,3521 SW Patton Rd,Portland,OR,97221,45.5024635,-122.71304350000003,,True,True,True,False,True,False,False,True,False
Garden Home Recreation Area,7475 SW Oleson Rd,Portland,OR,97223,45.4661943,-122.75332850000001,,True,False,True,True,True,False,True,True,False
Jewell School,83874 Oregon 103,Seaside,OR,97138,45.9291511,-123.49801330000003,,True,False,True,False,True,False,False,True,False
Willamalane Community Recreation Center,250 S 32nd St,Springfield,OR,97478,44.0446009,-122.9828645,,True,True,True,False,True,False,False,True,True
Oleson Woods Apartments,9140 SW 91st Ave,Portland,OR,97223,45.45453999999999,-122.76917300000002,,True,True,True,False,True,False,False,True,False
Willamete Primary School,1403 12th St,West Linn,OR,97068,45.3431509,-122.6528098,,True,False,True,False,True,False,False,True,False
Borough Park,S Market St,New Wilmington,PA,16142,41.115029,-80.33109100000001,,True,True,True,False,True,False,True,True,False
Valencia Park,S Kilbourne Rd and Montgomery Ave,Columbia,SC,29205,33.9820726,-80.9890011,,True,True,True,False,True,False,False,True,False
Crosswell Elementary School,161 School Rd,Easley,SC,29640,34.852286,-82.524902,,True,False,True,False,True,False,False,True,False
Shannon Forest Christian School,829 Garlington Rd,Greenville,SC,29615,34.8416897,-82.271657,,True,False,True,False,True,False,False,True,False
Ned Donkle Playground,33rd Ave N,Myrtle Beach,SC,29577,33.7138004,-78.86291919999996,,True,True,True,False,True,False,False,True,False
North Greenville Family YMCA,100 Inspirational Way,Travelers Rest,SC,29690,34.963818,-82.46284200000002,,True,False,True,False,True,False,False,True,True
Midland Elementary School,Main St and Wakapala St,Midland ,SD,57552,44.0705479,-101.15285599999999,,True,False,True,False,True,False,False,True,False
UETHDA Weaver Center,703 Florida Ave,Bristol,TN,37620,36.5900355,-82.16679390000002,,True,False,True,False,True,False,True,True,False
Little Country School House,840 Tennessee 76,Clarksville,TN,37043,36.51993090000001,-87.23772439999999,,True,True,True,False,True,False,False,True,False
McGregor Park,640 N Riverside Dr,Clarksville,TN,37040,36.534912,-87.36736400000001,,True,True,True,True,True,False,True,True,False
Mayor Bob Leonard Park,301 Watt Rd,Farragut,TN,37934,35.86493,-84.22625800000003,,True,True,True,False,True,False,False,True,False
Cedar Springs Presbyterian Church Preschool,9132 Kingston Pike,Knoxville,TN,37923,35.91055300000001,-84.08469400000001,,True,False,True,False,True,False,False,True,False
Westland Academy,9728 Westland Dr,Knoxville,TN,37922,35.873261,-84.09763099999998,,True,False,True,False,True,False,False,True,True
UETHDA Kepler Center,904 E Main St,Rogersville,TN,37857,36.411743,-82.99514899999997,,True,False,True,False,True,True,False,True,True
Puckett Park,6700 Oakhurst Dr,Amarillo,TX,79109,35.167609,-101.91313500000001,,True,True,True,False,True,False,False,True,False
Duncan Robinson Park,2100 W Tucker Blvd,Arlington,TX,76013,32.713492,-97.14202399999999,,True,False,True,False,True,False,False,True,False
Presidio Apartments,10015 Lake Creek Pkwy,Austin,TX,78729,30.46705,-97.78702140000001,,True,False,True,False,True,False,False,True,False
Woodlands Park,8820 Big View Dr,Austin,TX,78730,30.356231,-97.86402199999998,,True,False,True,False,True,False,False,True,False
Bluebonnet Trail Elementary School,11316 Farmhaven Rd,Austin,TX,78754,30.3518803,-97.61740270000001,,True,False,True,False,True,False,False,True,False
First Baptist Church of Belton,506 N Main St,Belton,TX,76513,31.0616208,-97.46255759999997,,True,False,True,False,True,False,False,True,True
Quail Meadow Park,2606 Kneese Dr,Belton,TX,76513,31.08451299999999,-97.46570700000001,,True,False,True,False,True,False,False,True,False
Santa Cruz Catholic Church,1100 Main St,Buda,TX,78610,30.088205,-97.83153099999998,,True,False,True,False,True,False,False,True,True
Bent Tree Day School,18273 Vail St,Dallas,TX,75287,32.998135,-96.84839,,True,False,True,False,True,False,False,True,False
Head Start Sunnyview Center,2927 Stag Rd,Dallas,TX,75241,32.691134,-96.77093259999998,,True,True,True,False,True,False,False,True,False
Jose H. Damian Elementary School,6300 Strahan Rd,El Paso,TX,79932,31.8823926,-106.60581530000002,,True,False,True,False,True,False,False,True,False
Gause ISD,College St,Gause,TX,77857,30.7864875,-96.72748619999999,,True,False,True,False,True,False,False,True,False
Sweet Vidli? Onions Tke on Tody's Cooks' Need for Speed. Southern Cooking Expert Pul Deen Shres  Fvorite Quick nd Esy Recipe,1919 Post Oak Park Dr,Seattle,WA,98101,29.747125,-95.4530319,,True,False,True,False,True,False,False,True,False
San Brisas Apartments,2020 Eldridge Pkwy,Houston,TX,77077,29.7451117,-95.62681680000003,,True,True,True,False,True,False,True,True,False
Prince of Peace Catholic Church,19222 Tomball Pkwy,Houston,TX,77070,29.974711,-95.56270139999998,,True,False,True,False,True,False,False,True,True
Children's Lighthouse,4851 Shiver Rd,Keller,TX,76244,32.90247069999999,-97.28191219999997,,True,False,True,False,True,False,False,True,True
Killeen Rotary Club Children's Park,2201 E Veterans Memorial Blvd,Killeen,TX,76543,31.1090211,-97.71317479999999,,True,False,True,False,True,False,False,True,False
St. Luke's United Methodist Church Preschool,3708 45th St,Lubbock,TX,79413,33.55367040000001,-101.89534689999999,,True,True,True,False,True,True,False,True,True
Wildhorse Creek Housing Authority,Athens St ,Manor,TX,78653,30.335905,-97.56423840000002,,True,False,True,False,True,False,False,True,False
McKinney Christian Academy,3601 Bois D Arc Rd,McKinney,TX,75071,33.202602,-96.659358,,True,False,True,False,True,False,False,True,False
YMCA of Greater San Antonio,835 W Southcross Blvd,San Antonio,TX,78211,29.3681522,-98.52381680000002,,True,False,True,False,True,True,True,True,True
Monument Valley Elementary,302 South 100 West,Blanding ,UT,84511,37.6210837,-109.47978499999999,,True,False,True,False,True,False,False,True,False
North Elementary School,550 West 200 North,Cedar City,UT,84720,37.6808785,-113.07087289999998,,True,False,True,False,True,False,False,True,False
East Elementary School,255 E College Ave,Cedar City,UT,84720,37.6761712,-113.05737690000001,,True,False,True,False,True,False,False,True,False
Kings Peak Elementary School,437 North 300 West,Roosevelt,UT,84066,40.3052814,-109.99706730000003,,True,False,True,False,True,False,False,True,False
City of West Jordan,8030 South 4000 West,West Jordan,UT,84088,40.6054067,-111.98768860000001,,True,False,True,False,True,False,False,True,False
Cheshire Forest Housing Authority,Cheshire Forest Dr and Sheffield Dr,Chesapeake ,VA,23322,36.6975516,-76.25536290000002,,True,False,True,False,True,False,False,True,False
Bethel Child Development Center,1705 Todds Ln,Hampton,VA,23666,37.04031860000001,-76.40934579999998,,True,False,True,False,True,False,False,True,False
Bundle of Joy 2,74 Plaza Dr,Manakin Sabot,VA,23103,37.671714,-77.68293399999999,,True,False,True,False,True,False,False,True,False
B.C. Charles Elementary School,701 Menchville Rd,Newport News,VA,23602,37.094838,-76.53427799999997,,True,False,True,False,True,False,False,True,False
Children's Academic Center,270 Alleghany Spring Rd,Shawnsville,VA,24162,37.1676,-80.25449989999998,,True,False,True,False,True,False,False,True,False
Birdneck Lakes Housing Authority,General Booth Blvd & S Birdneck Rd ,Virginia Beach,VA,23451,36.8109785,-75.989868,,True,False,True,False,True,False,False,True,False
Great Neck Park,2516 Shorehaven Dr,Virginia Beach,VA,23454,36.8843454,-76.05567669999999,,True,True,True,True,True,False,False,True,False
Holiday Travel Park,1075 General Booth Blvd,Virginia Beach,VA,23451,36.8051658,-75.9957852,,True,False,True,False,True,False,False,True,False
Munden Point Park,2001 Pefley Ln,Virginia Beach,VA,23457,36.58529,-76.03815199999997,,True,False,True,False,True,False,False,True,False
Providence Park,952 Reon Dr,Virginia Beach,VA,23464,36.812494,-76.19748700000002,,True,False,True,False,True,False,True,True,False
Sussex Trace Apartment,7144 Leneave Ln,Waverly,VA,23890,37.0220443,-77.12100709999999,,True,False,True,False,True,False,False,True,False
Kapowsin Elementary School,10412 264th Street E,Graham,WA,98338,47.0158642,-122.2924668,,True,False,True,False,True,False,False,True,False
Fruitland Elementary School,1515 Fruitland Ave E,Puyallup,WA,98371,47.1764196,-122.32428879999998,,True,False,True,False,True,False,False,True,False
Roy Elementary School,340 Peterson St,Roy,WA,98580,47.0014078,-122.54204390000001,,True,False,True,False,True,False,False,True,False
Laurelhurst Park,4554 NE 41st St,Seattle,WA,98105,47.6598619,-122.27804100000003,,True,False,True,False,True,False,False,True,False
McDonald School,144 NE 54th St,Seattle,WA,98105,47.6682734,-122.32642629999998,,True,False,True,False,True,False,False,True,False
Jacobia Park,Jacobia Ave SE and Swing Ave SE,Snoqualmie,WA,98065,47.5181541,-121.87519409999999,,True,False,True,False,True,False,False,True,False
Shining Mountain Elementary,21615 38th Ave E,Spanaway,WA,98387,47.060514,-122.3793129,,True,False,True,False,True,False,False,True,False
Evergreen Elementary School,1311 172nd St E,Spanaway,WA,98387,47.101764,-122.4120461,,True,False,True,False,True,False,False,True,False
Children of Hope Daycare,1937 S G St,Tacoma,WA,98405,47.2428849,-122.44331629999999,,True,False,True,False,True,False,False,True,True
Serendipity Academy,Tumwater Valley Dr SE,Tumwater,WA,98501,47.0089122,-122.90401359999998,,True,False,True,False,True,False,False,True,False
Providence Park,Providence Ave and Fall View Ln,Appleton,WI,54913,44.308719,-88.35859900000003,,True,False,True,False,True,False,False,True,False
Mead Pool,1430 E John St,Appleton,WI,54915,44.25679,-88.38202000000001,,True,False,True,False,True,False,True,True,False
Northern Bay Resort,1844 20th Ave,Arkdale,WI,54613,43.9927308,-89.9556346,,True,False,True,False,True,False,True,True,False
Foxbrook Park,2925 N Barker Rd,Brookfield,WI,53045,43.077032,-88.17184099999997,,True,True,True,False,True,False,False,True,False
Village Park,4800 W Green Brook Dr,Brown Deer,WI,53223,43.1818161,-87.97030849999999,,True,False,True,False,True,False,False,True,False
Cedar Creek Park,Portland Rd,Cedarburg,WI,53012,43.2939695,-87.97950930000002,,True,False,True,False,True,False,False,True,False
Lake Wissota State Park,18127 County Hwy O,Chippewa Falls,WI,54729,44.9808516,-91.30496249999999,,True,False,True,False,True,False,False,True,False
Darlington Elementary School,11630 Center Hill Rd,Darlington,WI,53530,42.6617946,-90.12589109999999,,True,False,True,False,True,False,False,True,False
De Pere Learning Center,784 Scheuring Rd,De Pere,WI,54115,44.430983,-88.08215999999999,,True,True,True,False,True,False,True,True,False
Sunset Park,699 W Walworth St,Elkhorn,WI,53121,42.6704854,-88.55527719999998,,True,False,True,False,True,False,False,True,False
Fireman's Park,1612 Fair Rd,Greenleaf,WI,54126,44.3207238,-88.10142359999998,,True,False,True,False,True,True,True,True,False
Linden Park,Midtown Rd ,Madison,WI,53719,43.031323,-89.53392959999996,,True,False,True,False,True,False,True,True,False
Yahara River Apartments,1459 E Main St,Madison,WI,53703,43.088619,-89.36116500000003,,True,False,True,False,True,False,False,True,False
Palisades Park,2525 Theresa Ave,Appleton,WI,54915,44.2377656,-88.42897670000002,,True,False,True,False,True,False,False,True,False
Rotary Park,Fond Du Lac Ave & Menomonee River Pkwy,Menomonee Falls,WI,53051,43.1756574,-88.09078369999997,,True,True,True,False,True,False,False,True,False
St. Anthony School,4807 S 2nd St,Milwaukee,WI,53207,42.9554003,-87.91324629999997,,True,False,True,False,True,False,False,True,True
Lake Park,2975 N Lake Park Rd,Milwaukee,WI,53211,43.071976,-87.87017600000001,,True,True,True,False,True,False,False,True,False
Frost Woods Beach Park,5901 Winnequah Rd,Monona,WI,53716,43.0555865,-89.33666740000001,,True,False,True,False,True,True,False,True,False
Bay Lane Middle School,Hilltop Dr and Bay Ln Dr,Muskego,WI,53150,42.9088133,-88.11936509999998,,True,True,True,False,True,True,False,True,False
New Auburn Elementary School,704 N East St,New Auburn,WI,54757,45.2098895,-91.55666830000001,,True,False,True,False,True,False,False,True,False
Pro Health Care Park,2950 S Sunny Slope Rd,New Berlin,WI,53151,42.990747,-88.08604689999999,,True,True,True,False,True,False,False,True,False
Weatherstone Park, W Linfield Dr & S Wilshire Dr,New Berlin,WI,53151,42.968869,-88.08173110000001,,True,True,True,False,True,False,False,True,False
Peshtigo Elementary School,N Emery Ave ,Peshtigo,WI,54157,45.0555315,-87.75107049999997,,True,False,True,False,True,False,False,True,True
Mission Village Apartments,3446 Mission Ln,Plover,WI,54467,44.4563901,-89.55833689999997,,True,False,True,False,True,False,False,True,False
Sheridan Park,701 N 14th ST,Sheboygan,WI,53081,43.74707799999999,-87.72211290000001,,True,False,True,False,True,False,False,True,False
Thoreau Park,1521 Thoreau Dr,Sun Prairie,WI,53590,43.159335,-89.258331,,True,False,True,False,True,False,False,True,False
Town Hall Park,Woodside Rd,Sussex,WI,53089,43.16268729999999,-88.21324149999998,,True,False,True,False,True,False,False,True,False
Nature Valley Park,7161 County Hwy I,Vienna,WI,53532,43.2500716,-89.40211069999998,,True,False,True,False,True,False,False,True,False
Richards School,5812 N Santa Monica Blvd,Whitefish Bay,WI,53217,43.1225727,-87.9065928,,True,True,True,False,True,False,True,True,True
Stanley park,400 Western Avenue,Westfield,MA,1085,42.12603499999999,-72.79066,,True,False,True,True,True,False,False,True,False
All Children's Playground,3202-3230 Corbett Avenue Northeast,Wilson,NC,27822,35.7540875338192,-77.90109157562256,,True,True,True,True,True,True,True,True,False
Wabun Picnic Area,4655 46th Ave S,Minneapolis,MN,55406,44.9161128,-93.2057591,,True,True,True,True,True,True,True,True,False
All Children's Playground,Edgemont Road,Montclair,NJ,7042,40.8313378,-74.2136825,,True,True,True,True,True,False,True,True,True
McManus Park ,1200 Mississippi Blvd,Bettendorf,IA,52722,41.529249,-90.51557200000002,,True,True,True,True,True,True,True,True,False
Miner's Corner Park,22629 45th Avenue Southeast,Bothell,WA,98021,47.792003668471615,-122.17208862304688,,True,True,True,True,True,True,False,True,False
Mayor’s Grove Playground,520 Park Drive Northeast,Atlanta,GA,30306,33.7859779924,-84.373626709,,True,True,True,True,True,True,True,True,False
Freedom Park,71 Glenwood Ave.,Queensbury,NY,12804,43.332887,-73.65875900000003,,True,True,True,True,True,True,False,True,True
Reverchon Park,3400-3446 Lee Parkway,Dallas,TX,75219,32.80902712183643,-96.80433511734009,,True,True,True,True,True,False,False,True,False
Skypark Park,361 Kings Village Road,Scotts Valley,CA,95066,37.0508869,-122.03108470000001,,True,False,True,False,True,False,False,True,False
SJCI Accessible Sensory Playground,1204 San Juan Boulevard,Farmington,NM,87401,36.7321277,-108.19240330000002,,True,False,True,False,True,True,True,True,True
FirstElena,61 Eastern Ave,Alkimos,WA,6038,42.412965,-71.1765547,,True,False,True,False,True,False,False,True,False
Summer Street Park,422 Summer St.,Arlington,MA,2474,42.4253823,-71.17298010000002,,True,True,True,True,True,False,False,True,False
Spy Pond Playground,50 Pond Lane,Arlington,MA,2474,42.4118178,-71.15152929999999,,True,True,True,True,True,False,False,True,True
Locke School Playground,Davis Rd.  ,Arlington,MA,2476,42.4237169,-71.18183879999998,,True,False,True,True,True,False,False,True,True
Let All The Children Play Accessible Playground,1899 Hempstead Turnpike,East Meadow,NY,11554,40.7241721,-73.56660740000001,,True,False,True,False,True,False,False,True,False
Let All The Children Play Accessible Playground,1899 Hempstead Turnpike,East Meadow,NY,11554,40.7241721,-73.56660740000001,,True,True,True,True,True,True,True,True,False
,530-598 Flynn Street,Alva,OK,73717,36.8050308,-98.66647369999998,,True,True,True,True,True,True,True,True,True
Ashley Okland Star Playground,5300 Indianola Ave,des moines,IA,50320,41.5359029,-93.57779590000001,,True,False,True,True,True,False,False,True,False
Miracle League Field,410 West First Street,Ankeny,IA,,41.7319097,-93.6059341,,True,True,True,True,True,True,True,True,False
Jones Meadow Park,S Barnes Rd,Aurora,IL,60506,41.7628671,-88.3918179,,True,False,True,True,True,False,False,True,False
Faith Community Church,19201 Promise Rd,Noblesville,IN,46060,40.067518,-85.973906,,True,False,True,False,True,False,False,True,False
Discovery,2805 Elm St. St. Charles,St Charles,MO,63301,38.79873810000001,-90.50255190000001,,True,True,True,True,True,True,False,True,False
Zachary's Playground,8392 Orf Rd.,Lake St Louis,MO,63367,38.76468,-90.78915899999998,,True,True,True,True,True,True,False,True,True
Brendan's Playground,810 Sheppard Dr.,O Fallon,MO,63366,38.812497,-90.68627800000002,,True,True,True,True,True,True,False,True,False
